	control_early_01	control_early_02	control_early_03	control_embryo_01	control_embryo_02	control_embryo_03	control_late_01	control_late_02	control_late_03	treatment_early_01	treatment_early_02	treatment_early_03	treatment_embryo_01	treatment_embryo_02	treatment_embryo_03	treatment_late_01	treatment_late_02	treatment_late_03
JGI_V11_300822	20.055119	20.95016	8.8261	2.330524	10.659798	15.858508	12.567915	33.214404	23.155341	28.516624	31.162623	22.677206	19.398406	22.005566	14.640323	16.530472	24.791888	10.001598
JGI_V11_300823	911.393755	1437.704727	624.446604	559.325817	1196.02932	2027.623526	849.591074	1189.49083	845.169958	1107.395574	865.875744	950.174942	1108.133938	2305.69432	2011.998721	743.871232	972.392934	430.068695
JGI_V11_300824	287.45671	678.261428	308.913514	496.401663	1268.515945	1853.179938	354.415211	1415.763955	1292.068046	584.590796	367.273773	523.843464	1299.693196	2904.734731	2449.116947	928.067917	1071.560485	587.593857
JGI_V11_300829	240.661432	531.610309	185.348109	81.568348	349.64137	489.348248	233.763224	207.590023	162.087389	432.502134	262.656395	403.654271	407.366524	970.689973	834.49843	153.497238	269.956112	115.018372
JGI_V11_300830	278.543324	586.604479	240.511236	125.848309	407.204278	534.65827	419.768371	159.844318	238.500016	608.35465	365.047871	426.331478	390.392919	882.667709	769.662713	165.304718	300.257308	95.015177
JGI_V11_300831	4.456693	18.33139	8.8261	0.0	6.395879	6.796503	12.567915	26.986703	23.155341	35.64578	24.484918	31.748089	0.0	29.340755	23.006222	9.445984	11.018617	5.000799
JGI_V11_300841	62.393705	89.03818	33.097877	16.31367	40.507232	56.637529	57.81241	60.201107	57.888353	102.18457	77.906558	102.047428	26.672808	85.577202	54.378344	40.145432	49.583776	27.504393
JGI_V11_300844	205.007886	353.533949	139.011081	60.59363	187.612442	226.550115	208.627394	284.398331	224.606811	442.007675	231.493772	312.945446	184.284856	303.1878	305.355315	125.159287	220.372336	117.518771
JGI_V11_300845	826.716585	1987.646425	856.13174	459.113275	1021.208635	1404.610711	1068.2728	1179.111329	916.951516	1891.60274	1322.185583	1433.199435	955.371491	2247.01281	2026.639045	694.279816	1021.97671	472.575485
JGI_V11_300846	274.086631	549.941699	231.685136	209.747181	422.127995	677.384843	296.602801	330.068136	275.548562	518.052007	262.656395	419.528316	615.899388	885.112772	918.157421	302.271485	435.235364	202.532351
JGI_V11_300849	55.708665	212.120369	86.054479	62.924154	153.501089	185.771094	135.733485	168.147918	141.247582	199.61637	140.231804	140.598679	113.965635	276.292108	359.733659	106.267319	115.695477	40.00639
JGI_V11_300850	1733.653647	2849.221753	1606.350274	281.993433	1677.852183	2129.571077	1073.299966	1096.07532	590.461204	1066.997023	756.806563	1766.554367	1428.207635	2750.695768	3275.249478	347.139908	1019.222056	427.568296
JGI_V11_300852	140.385835	277.589619	77.228379	34.957864	81.014464	108.744055	198.573062	155.692517	152.825253	270.90793	155.813116	204.094856	50.920816	183.379718	158.952082	94.459839	101.922206	90.014378
JGI_V11_300856	20.055119	44.51909	13.239151	6.991573	19.187636	20.38951	5.027166	26.986703	30.101944	33.269395	11.129508	58.960736	9.699203	46.456195	14.640323	16.530472	16.527925	15.002396
JGI_V11_300857	274.086631	628.504799	242.717761	102.543066	343.245491	389.666197	326.765798	359.130739	402.902939	560.826943	331.659347	405.921992	332.197701	706.62318	562.606711	278.656525	537.15757	155.024762
JGI_V11_300859	269.629937	699.211588	262.576487	114.195688	345.377451	380.604193	354.415211	336.295837	284.810698	624.989347	405.114101	544.25295	322.498498	713.958368	679.729298	177.112198	418.707439	195.031152
JGI_V11_300860	278.543324	560.416779	242.717761	67.585203	162.028927	181.240092	442.390618	344.599438	372.800995	689.151752	342.788855	446.740963	138.213642	303.1878	255.159921	210.173142	352.595738	125.01997
JGI_V11_300861	8.913386	7.85631	2.206525	0.0	0.0	0.0	2.513583	2.0759	0.0	0.0	0.0	13.606324	7.274402	7.335189	8.365899	0.0	0.0	7.501198
JGI_V11_300862	46.795278	196.40775	52.956602	6.991573	134.313453	124.602563	37.703746	242.880327	34.733012	173.476131	142.457706	106.582869	82.443225	61.126573	152.677658	2.361496	63.357047	22.503595
JGI_V11_300863	64.622051	107.36957	35.304402	39.618912	55.430949	106.478554	52.785244	99.643211	81.043695	154.465048	109.069181	99.779708	75.168823	146.703774	135.94586	59.037399	85.39428	30.004793
JGI_V11_300865	28.968506	75.94433	26.478301	9.322097	59.694868	52.106526	52.785244	18.683102	60.203887	114.066497	75.680656	74.834781	33.94721	63.571636	69.018667	21.253464	38.565159	17.502796
JGI_V11_300868	2.228347	13.09385	6.619575	0.0	0.0	6.796503	2.513583	0.0	9.262137	7.129156	0.0	6.803162	2.424801	2.445063	0.0	2.361496	24.791888	0.0
JGI_V11_300869	374.362227	1144.402487	330.978765	272.671336	654.511588	768.004889	837.023158	840.739592	914.635982	1209.580144	721.192136	925.230015	586.801779	1449.922303	1248.610433	576.205017	774.057831	380.060707
JGI_V11_300871	8.913386	5.23754	0.0	0.0	2.13196	2.265501	7.540749	0.0	4.631068	7.129156	2.225902	11.338603	4.849601	9.780252	4.18295	4.722992	0.0	7.501198
JGI_V11_300874	343.165375	759.443298	260.369962	137.50093	409.336238	543.720275	492.662279	408.952345	365.854393	705.786449	514.183282	603.213686	390.392919	912.008464	711.101419	240.872589	303.011962	152.524363
JGI_V11_300875	28.968506	128.31973	22.065251	13.983145	70.354666	49.841025	65.35316	85.111909	57.888353	197.239984	124.650493	95.244266	43.646413	107.582768	87.84194	63.760391	44.074467	77.512381
JGI_V11_300880	86.905517	227.832989	44.130502	2.330524	38.375272	31.717016	133.219902	4.1518	13.893205	313.682866	204.782952	172.346768	24.248007	0.0	29.280647	2.361496	8.263963	0.0
JGI_V11_300886	129.244102	256.639459	150.043707	23.305242	170.556766	185.771094	135.733485	130.781714	99.567968	175.852516	131.328198	206.362577	157.612048	334.973618	221.696325	87.375351	170.788561	55.008787
JGI_V11_300887	167.125994	421.621969	214.032935	44.279961	138.577372	201.629602	150.814983	211.741823	226.922345	306.55371	215.912461	263.055593	106.691233	193.15997	211.238951	118.074799	168.033906	80.01278
JGI_V11_300890	4.456693	2.61877	0.0	0.0	0.0	0.0	5.027166	0.0	0.0	2.376385	11.129508	2.267721	0.0	7.335189	0.0	0.0	0.0	0.0
JGI_V11_300891	13.37008	34.04401	11.032626	13.983145	42.639191	56.637529	37.703746	41.518005	41.679614	45.151322	26.71082	43.086692	29.097609	53.791384	108.756688	23.61496	41.319813	30.004793
JGI_V11_300892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_300897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_300902	101.625787	298.539779	79.387726	59.639441	156.211571	177.617516	163.354168	310.577681	231.539033	377.99746	224.584067	242.134568	138.025441	136.923523	224.14878	126.751286	133.855816	74.28516
JGI_V11_300903	15.598426	117.84465	19.858726	2.330524	31.979394	40.779021	62.839576	47.745705	53.257285	154.465048	133.554099	97.511987	21.823207	24.450629	31.372121	21.253464	13.773271	2.500399
JGI_V11_300905	138.157489	267.114539	172.108958	74.576776	238.779472	312.639158	186.005146	226.273125	238.500016	325.564793	229.26787	233.575224	196.40886	515.908273	439.2097	120.436295	269.956112	137.521966
JGI_V11_300907	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_300908	621.708699	1856.707926	525.152974	6.991573	23.451555	15.858508	1601.152408	33.214404	97.252434	2944.34145	1600.42329	1199.624211	24.248007	39.121006	33.463596	28.337952	82.639626	32.505192
JGI_V11_300909	0.0	0.0	0.0	0.0	2.13196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_300910	60.165358	123.08219	33.097877	11.652621	72.486625	77.027039	90.48899	105.870912	106.51457	118.819268	93.48787	68.031619	72.744022	129.588334	184.049779	61.398895	112.940822	37.505991
JGI_V11_300912	117.280762	202.909691	98.373436	46.500277	122.240826	154.700842	133.205219	144.312951	149.8548	127.112788	145.54113	172.359508	77.100125	253.201583	280.642359	117.121657	98.580854	79.697124
JGI_V11_300916	196.0945	356.152719	147.837182	79.237824	228.119674	303.577154	233.763224	278.17063	233.868947	420.620207	327.207543	308.410005	232.780871	525.688525	491.496569	250.318573	319.539888	135.021567
JGI_V11_300917	77.992131	248.783149	66.195753	65.254679	170.556766	224.284613	145.787817	247.032127	263.970891	225.756608	193.653444	183.685371	145.488044	432.776134	299.080891	151.135742	170.788561	132.521168
JGI_V11_300918	11.141733	21.506048	15.445676	30.296815	183.348523	261.714734	27.649414	99.38965	78.72816	7.129156	8.903607	18.141765	173.435677	234.726039	234.379308	77.531265	43.462455	12.501997
JGI_V11_300921	98.04725	191.17021	48.543552	44.279961	121.521696	147.257574	115.624821	116.250413	178.296128	216.251067	171.394427	154.205003	116.390435	205.385284	248.885497	134.60527	101.922206	40.00639
JGI_V11_300923	40.110239	172.83882	52.956602	20.974718	55.430949	79.29254	77.921075	62.277007	101.883502	135.453965	104.617378	65.763898	46.071214	95.357453	83.65899	61.398895	93.658243	37.505991
JGI_V11_300924	1648.976477	3645.327831	1789.491858	97.882018	151.36913	117.80606	1975.676284	319.688635	690.029171	2431.042214	1916.501325	2483.154084	269.152882	958.464659	418.294952	413.261795	977.902243	405.064701
JGI_V11_300930	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	2.424801	0.0	2.091475	0.0	5.509308	0.0
JGI_V11_300931	43.624524	62.85048	20.550972	2.330524	12.791757	27.186014	65.35316	12.455401	13.893205	117.39599	75.680656	79.370222	7.274402	17.11544	18.823273	0.0	0.0	0.0
JGI_V11_300935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_300937	55.708665	109.98834	39.717452	13.983145	57.562908	90.620046	25.135831	89.26371	64.834956	95.055414	33.388525	61.228457	46.071214	117.363019	87.84194	30.699448	77.130318	32.505192
JGI_V11_300939	118.102369	274.970849	72.815328	132.839882	343.245491	337.559671	186.005146	101.719111	62.519422	244.767691	162.490821	226.772063	378.268915	1088.052993	809.400733	66.121887	101.922206	37.505991
JGI_V11_300941	220.606312	500.185069	172.108958	200.425084	422.127995	487.082746	284.034886	384.041542	331.121381	470.5243	262.656395	285.732799	409.791325	882.667709	790.57746	271.572037	325.049196	167.526759
JGI_V11_300945	0.0	7.85631	0.0	0.0	0.0	0.0	0.0	2.0759	11.577671	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	5.509308	2.500399
JGI_V11_300948	49.023625	130.9385	30.891351	27.966291	70.354666	129.133565	52.785244	97.567311	97.252434	114.066497	77.906558	40.818971	60.620018	180.934655	102.482263	59.037399	79.884972	32.505192
JGI_V11_300951	66.850398	185.93267	46.337027	27.966291	66.090747	52.106526	118.138404	70.580608	39.36408	194.863599	122.424591	197.291694	63.044819	68.461761	123.397011	51.952911	44.074467	50.007988
JGI_V11_300952	100.275597	214.739139	77.228379	39.618912	112.993857	138.19557	196.059479	141.161215	157.456321	270.90793	200.331149	201.827136	126.089638	237.171102	127.579961	68.483383	123.959439	55.008787
JGI_V11_300956	138.157489	332.583789	130.184981	65.254679	144.973251	206.160604	216.168143	151.540717	171.349526	270.90793	233.719674	210.898018	160.036849	266.511857	328.361538	82.652359	184.561832	85.013579
JGI_V11_300959	329.795295	699.211588	284.641738	156.145124	368.829006	480.286243	301.629967	363.28254	296.388369	506.17008	264.882297	446.740963	324.923299	899.783149	746.65649	297.548493	322.294542	147.523564
JGI_V11_300960	33.425199	49.75663	33.097877	6.991573	49.03507	49.841025	22.622248	35.290304	50.941751	64.162404	46.743935	52.157574	48.496015	75.79695	62.744243	21.253464	38.565159	20.003195
JGI_V11_300961	66.850398	133.55727	33.097877	30.296815	74.618585	63.434032	77.921075	114.174513	67.15049	154.465048	64.551148	95.244266	101.841631	97.802516	79.476041	49.591415	55.093084	37.505991
JGI_V11_300962	258.488204	526.372769	203.000309	151.484075	268.626906	421.383213	304.14355	379.889742	435.320417	532.310319	287.141314	358.299859	332.197701	694.397865	506.136893	325.886444	336.067813	215.034348
JGI_V11_300968	269.496411	568.796814	100.066709	623.140453	1917.748549	2552.728151	902.522358	1526.457691	1103.184918	1556.535143	977.445596	410.920127	1534.702834	2682.603191	2887.052816	696.641312	660.163466	407.565101
JGI_V11_300971	15.598426	31.42524	15.445676	44.279961	61.826828	72.496037	10.054332	101.719111	104.199036	33.269395	20.033115	18.141765	118.815236	286.07236	227.970749	101.544327	212.108374	60.009585
JGI_V11_300972	111.417329	222.595449	97.087104	114.195688	208.932038	265.063634	170.923648	232.500825	222.291277	182.981672	111.295083	210.898018	220.656867	559.919405	416.203478	205.45015	253.428187	110.017573
JGI_V11_300973	98.04725	209.5016	79.434904	65.254679	138.577372	117.80606	170.923648	120.402213	104.199036	327.941178	162.490821	206.362577	84.868026	256.731605	217.513375	101.544327	68.866355	42.50679
JGI_V11_300974	1067.378017	2291.423745	895.849191	612.927875	1784.450161	2369.714199	1231.655698	2239.896345	2361.844815	2302.717406	1469.095093	1816.444221	1825.874956	3750.726497	3471.848106	1336.606721	1820.826429	1002.660155
JGI_V11_300977	147.070875	329.965019	101.500155	41.949436	119.389736	133.664568	173.437231	112.098612	115.776707	263.778774	158.039018	233.575224	113.965635	190.714907	244.702547	73.206375	168.033906	87.513979
JGI_V11_300978	40.110239	70.70679	26.478301	2.330524	29.847434	38.513519	50.271661	12.455401	30.101944	14.258312	24.484918	40.818971	36.372011	92.91239	56.469819	42.506928	44.074467	30.004793
JGI_V11_300980	0.0	0.0	4.40202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.392662	0.0	0.0	0.0	0.0	0.0	0.0	2.567871
JGI_V11_300984	762.094534	2000.740275	631.066179	393.858596	1189.633441	1551.868285	831.995992	1116.834322	768.757332	1361.668806	968.26722	1117.986268	1035.389916	1880.253374	2122.846884	519.529114	892.507962	380.060707
JGI_V11_300985	26.740159	60.23171	17.652201	9.322097	74.618585	70.230536	57.81241	29.062603	25.470875	85.549873	57.873443	79.370222	53.345616	107.582768	121.305536	37.783936	52.33843	25.003994
JGI_V11_300987	133.700795	301.158549	105.913205	116.526212	223.855755	231.081117	173.437231	178.52742	224.606811	325.564793	240.397379	181.41765	157.612048	393.655128	430.843801	129.882279	165.279252	90.014378
JGI_V11_300993	46.795278	75.94433	30.891351	2.330524	8.527838	18.124009	32.67658	35.290304	46.310683	38.022166	40.06623	18.141765	7.274402	14.670377	12.548849	28.337952	44.074467	17.502796
JGI_V11_300994	877.968556	2021.690435	538.392125	894.921307	2632.970071	3250.994145	1264.332278	1862.082504	1711.179723	2240.931386	1368.929518	1356.096934	2364.18072	4657.844834	4519.676962	887.922486	1269.895588	565.090262
JGI_V11_300998	26.444199	38.036431	13.325878	0.0	37.64159	8.797292	29.302924	47.227676	11.119762	49.873927	43.551886	9.078041	32.056986	24.345428	106.440293	19.738668	38.525857	37.616056
JGI_V11_301001	0.0	0.0	0.0	2.330524	4.263919	0.0	2.513583	2.0759	2.315534	2.376385	2.225902	2.267721	9.699203	2.445063	2.091475	4.722992	0.0	7.501198
JGI_V11_301004	6.68504	18.33139	0.0	4.661048	12.791757	18.124009	5.027166	35.290304	6.946602	0.0	6.677705	0.0	9.699203	19.560503	52.286869	18.891968	112.940822	20.003195
JGI_V11_301005	2.228347	7.85631	6.619575	0.0	2.13196	0.0	5.027166	2.0759	2.315534	52.280478	6.677705	11.338603	0.0	2.445063	0.0	0.0	2.754654	7.501198
JGI_V11_301006	750.952801	1652.443866	719.327183	321.612345	897.55498	1087.44055	955.161562	1627.505778	1305.96125	1580.296259	1164.146566	1351.561493	1006.292307	1748.219977	1501.678879	977.659333	1531.587738	745.119018
JGI_V11_301007	71.307091	175.45759	83.847954	97.882018	345.377451	292.249648	103.056905	242.880327	261.655357	230.509379	113.520984	197.291694	232.780871	667.502173	608.619156	198.365662	369.123663	142.522765
JGI_V11_301010	0.0	7.85631	0.0	0.0	12.791757	2.265501	7.540749	10.379501	0.0	7.129156	11.129508	9.070883	4.849601	7.335189	12.548849	7.084488	8.263963	7.501198
JGI_V11_301017	512.519716	942.757198	388.348418	358.900733	844.25599	1214.308614	590.692019	753.551783	833.592287	1102.642803	643.285578	775.560454	904.450676	1894.923751	1656.448012	458.130219	597.759962	297.547527
JGI_V11_301018	44.566932	68.08802	41.923977	46.610485	72.486625	133.664568	47.758078	130.781714	57.888353	73.667946	40.06623	54.425295	96.99203	161.374152	161.043557	35.42244	55.093084	42.50679
JGI_V11_301019	53.480318	120.46342	22.065251	23.305242	61.826828	33.982517	40.217329	58.125206	60.203887	111.690112	55.647541	90.708825	75.168823	95.357453	62.744243	30.699448	49.583776	27.504393
JGI_V11_301020	113.645676	301.158549	116.94583	74.576776	202.536159	256.00163	211.140977	228.349025	203.767004	313.682866	151.361313	231.307504	181.860055	383.874876	418.294952	146.41275	220.372336	77.512381
JGI_V11_301022	104.73229	233.070529	79.434904	86.229397	108.729938	185.771094	191.032312	151.540717	150.509719	332.693949	129.102296	154.205003	135.788841	246.951353	169.409456	108.628815	123.959439	57.509186
JGI_V11_301031	1.114173	0.0	2.206525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_301032	6.68504	5.23754	2.206525	0.0	10.659798	18.124009	0.0	14.531302	4.631068	9.505541	4.451803	6.803162	12.124004	7.335189	46.012445	7.084488	24.791888	0.0
JGI_V11_301033	60.165358	191.17021	112.53278	20.974718	100.2021	169.912586	77.921075	172.299719	159.771855	166.346975	102.391476	95.244266	55.770417	176.044529	236.336648	108.628815	134.978056	77.512381
JGI_V11_301034	169.354341	390.196729	169.902433	2113.785484	5088.987497	6436.288756	165.896482	4440.350586	3450.145856	270.90793	222.590166	192.756253	4590.147799	11633.609303	11034.620846	3121.897676	3407.507251	1760.281171
JGI_V11_301038	24.511812	60.23171	13.239151	16.31367	59.694868	63.434032	17.595081	83.036009	64.834956	142.583121	66.77705	40.818971	43.646413	83.132139	115.031112	35.42244	41.319813	15.002396
JGI_V11_301039	142.614182	301.158549	105.913205	93.22097	260.099068	455.36573	178.464397	323.840435	247.762152	330.317564	182.523936	170.079047	305.524893	515.908273	499.862468	181.83519	314.030579	157.525162
JGI_V11_301058	138.157489	377.102879	121.358881	81.568348	179.084604	231.081117	178.464397	317.612735	291.757301	242.391306	195.879346	226.772063	150.337646	449.891575	384.831356	188.919678	220.372336	157.525162
JGI_V11_301067	425.614199	961.088588	344.217916	202.755609	577.761044	618.481813	761.615667	533.506358	395.956337	943.424985	621.026562	716.599718	487.384949	1256.762333	861.687602	368.393372	531.648261	212.533948
JGI_V11_301074	363.220494	887.763028	295.674364	344.917587	846.38795	1114.626564	688.721758	284.398331	222.291277	1497.122771	783.517383	759.686409	812.308248	1811.791613	1470.306758	264.487549	440.744673	180.028756
JGI_V11_301077	577.141767	1233.440667	485.435522	377.544927	912.478697	1107.83006	693.748924	749.399982	618.247613	1009.963774	638.833775	789.166778	860.804262	1880.253374	1696.186032	396.731323	628.061159	235.037543
JGI_V11_301092	102.503943	243.545609	105.913205	55.932582	211.063998	303.577154	93.002573	105.870912	78.72816	166.346975	126.876394	158.740444	150.337646	337.418681	378.556932	87.375351	157.01529	60.009585
JGI_V11_301105	167.125994	366.627799	119.152356	179.450366	483.954823	688.712348	236.276807	550.11356	583.514601	358.834188	215.912461	272.126475	312.799295	770.194815	761.296814	361.308884	407.688822	217.534747
JGI_V11_301113	6.68504	20.95016	6.619575	0.0	2.13196	6.796503	0.0	0.0	9.262137	0.0	0.0	2.267721	7.274402	12.225315	8.365899	4.722992	2.754654	0.0
JGI_V11_301114	0.0	7.85631	2.206525	2.330524	23.451555	38.513519	12.567915	0.0	0.0	7.129156	4.451803	15.874044	36.372011	53.791384	43.92097	2.361496	0.0	2.500399
JGI_V11_301118	176.039381	324.727479	125.771931	111.865163	272.890825	410.055707	196.059479	251.183928	238.500016	365.963344	184.749837	260.787872	303.100092	599.040412	524.960165	205.45015	300.257308	135.021567
JGI_V11_301122	256.259858	688.736508	205.206834	83.898873	341.113531	466.693236	331.792964	309.309134	312.597108	430.125749	320.529838	342.425814	341.896904	643.051544	608.619156	247.957077	487.573794	165.02636
JGI_V11_301124	4.456693	15.71262	6.619575	0.0	17.055677	27.186014	22.622248	29.062603	16.208739	19.011083	11.129508	24.944927	4.849601	44.011132	33.463596	7.084488	8.263963	0.0
JGI_V11_301125	11.141733	49.75663	17.652201	11.652621	27.715474	56.637529	20.108664	33.214404	23.155341	42.774936	28.936722	13.606324	29.097609	53.791384	58.561293	16.530472	22.037234	5.000799
JGI_V11_301127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_301131	86.905517	159.74497	68.402278	44.279961	110.861898	124.602563	123.16557	141.161215	129.669911	185.358057	104.617378	167.811326	121.240037	227.39085	138.037334	82.652359	107.431514	52.508387
JGI_V11_301139	109.188983	183.3139	44.130502	65.254679	162.028927	169.912586	108.084071	161.920218	162.087389	192.487213	131.328198	131.527796	181.860055	344.75387	255.159921	103.905823	137.73271	72.511582
JGI_V11_301140	1299.126062	3058.723353	937.773168	1449.586076	3298.141457	4859.499958	1586.07091	3404.476373	2818.005038	3015.633011	1740.655094	2195.153565	3622.652304	6039.305376	5845.671961	1974.210633	2531.527214	1295.206884
JGI_V11_301142	24.511812	65.46925	35.304402	13.983145	55.430949	49.841025	37.703746	60.201107	41.679614	59.409634	40.06623	40.818971	46.071214	97.802516	108.756688	28.337952	38.565159	20.003195
JGI_V11_301147	4.456693	0.0	0.0	0.0	17.055677	0.0	0.0	24.910803	41.679614	4.752771	0.0	0.0	0.0	0.0	0.0	11.80748	38.565159	7.501198
JGI_V11_301153	115.874023	248.783149	66.195753	39.618912	100.2021	206.160604	148.3014	116.250413	64.834956	242.391306	146.909509	106.582869	82.443225	298.297674	204.964527	68.483383	74.375664	32.505192
JGI_V11_301154	122.559062	309.014859	94.880579	69.915727	172.688725	237.87762	165.896482	230.424925	277.864096	280.413471	166.942624	172.346768	164.88645	327.638429	294.897941	174.750702	184.561832	125.01997
JGI_V11_301155	173.811034	510.660149	203.000309	58.263106	159.896968	190.302096	266.439804	311.385034	307.96604	396.856354	293.819019	256.252431	232.780871	413.215631	395.28873	214.896134	319.539888	140.022366
JGI_V11_301159	47.372405	137.828465	31.677797	46.528033	68.134844	138.19557	75.407492	59.168379	111.005427	159.255461	62.792093	131.526522	85.517693	190.714724	140.663935	63.760391	71.621009	8.939876
JGI_V11_301162	0.0	0.0	0.0	0.0	4.263919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_301164	113.645676	377.102879	105.913205	79.237824	307.002178	410.055707	170.923648	249.108027	261.655357	228.132994	191.427542	213.165739	327.3481	567.254594	508.228367	155.858734	201.089757	107.517174
JGI_V11_301165	4.456693	7.85631	11.032626	0.0	8.527838	15.858508	2.513583	12.455401	6.946602	4.752771	13.35541	15.874044	7.274402	19.560503	37.646546	7.084488	2.754654	10.001598
JGI_V11_301167	75.763784	170.22005	63.989228	18.644194	104.466019	122.337062	57.81241	103.795011	53.257285	190.110828	91.261968	174.614488	101.841631	188.269844	267.70877	40.145432	49.583776	20.003195
JGI_V11_301169	26.740159	73.32556	15.445676	16.31367	93.806221	92.885547	35.190163	60.201107	27.78641	99.808185	53.42164	49.889854	84.868026	139.368586	161.043557	16.530472	41.319813	32.505192
JGI_V11_301171	0.0	31.42524	6.619575	0.0	4.263919	11.327506	10.054332	14.531302	2.315534	14.258312	4.451803	4.535441	14.548804	24.450629	2.091475	11.80748	19.282579	5.000799
JGI_V11_301173	15.598426	15.71262	2.206525	86.229397	334.717653	231.081117	65.35316	452.54625	592.776738	87.926258	80.13246	9.070883	140.638443	90.467327	184.049779	56.675903	5.509308	10.001598
JGI_V11_301174	2.228347	5.23754	11.032626	69.915727	264.362987	240.143121	2.513583	763.931284	539.519453	40.398551	22.259017	11.338603	172.160852	66.016698	238.428123	153.497238	110.186168	50.007988
JGI_V11_301175	8.913386	13.09385	41.923977	44.279961	185.480483	203.895103	2.513583	188.906921	182.927196	7.129156	8.903607	11.338603	206.108063	378.98475	481.039195	148.774246	272.710766	117.518771
JGI_V11_301176	151.527568	217.357909	161.076332	74.576776	669.435305	736.287872	128.192736	126.629914	148.194184	33.269395	55.647541	131.527796	623.17379	941.349218	1108.481624	146.41275	311.275925	247.53954
JGI_V11_301178	22.283466	123.08219	48.543552	9.322097	42.639191	77.027039	42.730912	56.049306	32.417478	106.937341	64.551148	70.299339	38.796812	117.363019	108.756688	56.675903	82.639626	35.005591
JGI_V11_301183	44.566932	99.51326	44.130502	9.322097	40.507232	74.761538	67.866743	122.478113	97.252434	85.549873	60.099345	86.173384	29.097609	105.137705	92.02489	101.544327	101.922206	25.003994
JGI_V11_301185	180.496074	335.202559	154.456757	90.890445	240.911432	312.639158	228.736058	257.411628	289.441766	299.424554	222.590166	222.236621	220.656867	535.468776	483.13067	177.112198	247.918878	105.016774
JGI_V11_301187	77.992131	167.60128	59.576178	62.924154	134.313453	188.036595	105.570488	151.540717	185.242731	190.110828	91.261968	136.063238	87.292827	283.627297	357.642184	113.351807	123.959439	72.511582
JGI_V11_301188	75.763784	130.9385	66.195753	46.610485	130.049534	140.461071	95.516156	116.250413	106.51457	140.206736	89.036066	106.582869	130.93924	229.835913	198.690102	85.013855	132.223402	62.509985
JGI_V11_301190	1129.771721	2139.535085	701.674982	501.062711	1279.175743	1891.693457	1204.006285	1006.81161	754.864127	2067.455256	1219.794107	1405.986788	1258.471584	2403.496836	2246.243895	654.134385	787.831102	340.054317
JGI_V11_301192	4.456693	18.33139	4.41305	0.0	10.659798	22.655011	0.0	4.1518	4.631068	11.881927	8.903607	9.070883	4.849601	22.005566	10.457374	4.722992	16.527925	12.501997
JGI_V11_301193	75.763784	201.64529	70.608803	81.568348	185.480483	326.232165	108.084071	234.576726	289.441766	147.335892	97.939673	165.543606	242.480074	418.105757	326.270063	170.02771	223.126991	107.517174
JGI_V11_301194	403.330733	858.956558	361.870117	312.290248	562.837327	788.394399	598.232768	678.819374	736.339854	881.638965	754.580661	693.922511	606.200185	1445.032177	1125.213422	566.759034	619.797196	342.554716
JGI_V11_301200	89.133864	219.976679	77.228379	27.966291	100.2021	104.213053	93.002573	147.388916	81.043695	232.885764	149.135411	174.614488	106.691233	205.385284	163.135031	73.206375	96.412897	45.007189
JGI_V11_301201	118.102369	217.357909	75.021853	20.974718	100.2021	120.071561	113.111238	120.402213	134.30098	206.745526	115.746886	165.543606	143.063244	264.066794	259.342871	82.652359	143.242019	65.010384
JGI_V11_301202	86.905517	204.26406	55.163128	39.618912	66.090747	106.478554	125.679153	157.768417	180.611662	211.498296	102.391476	158.740444	94.567229	188.269844	117.122587	108.628815	137.73271	57.509186
JGI_V11_301203	213.921273	455.665979	196.380734	60.59363	292.078461	455.36573	233.763224	103.795011	145.87865	251.896847	173.620329	362.8353	354.020908	601.485475	535.417539	153.497238	236.900262	77.512381
JGI_V11_301204	2.228347	5.23754	2.206525	0.0	2.13196	2.265501	2.513583	2.0759	2.315534	11.881927	2.225902	0.0	2.424801	9.780252	2.091475	7.084488	5.509308	5.000799
