	control_early_01	control_early_02	control_early_03	control_embryo_01	control_embryo_02	control_embryo_03	control_late_01	control_late_02	control_late_03	treatment_early_01	treatment_early_02	treatment_early_03	treatment_embryo_01	treatment_embryo_02	treatment_embryo_03	treatment_late_01	treatment_late_02	treatment_late_03
JGI_V11_100009	42.338585	41.90032	26.478301	13.983145	31.979394	52.106526	37.703746	20.759002	27.78641	33.269395	48.969836	40.818971	41.221613	66.016698	33.463596	25.976456	44.074467	17.502796
JGI_V11_100036	213.921273	395.434269	191.967684	151.484075	456.239348	582.233795	133.219902	496.140154	419.111678	304.177325	184.749837	269.858754	426.76493	728.628746	646.265702	247.957077	275.46542	172.527558
JGI_V11_100044	0.0	5.23754	0.0	0.0	2.13196	2.265501	0.0	2.0759	2.315534	0.0	4.451803	0.0	4.849601	4.890126	23.006222	0.0	8.263963	2.500399
JGI_V11_100045	15.598426	15.71262	2.206525	0.0	29.847434	4.531002	10.054332	4.1518	6.946602	33.269395	8.903607	4.535441	9.699203	12.225315	25.097697	0.0	2.754654	5.000799
JGI_V11_100062	2.228347	0.0	0.0	0.0	2.13196	0.0	2.513583	2.0759	9.262137	4.752771	0.0	6.803162	2.424801	2.445063	2.091475	0.0	2.754654	2.500399
JGI_V11_100066	11.141733	49.75663	50.750077	4.661048	29.847434	20.38951	22.622248	53.973406	55.572819	30.89301	26.71082	22.677206	58.195218	80.687076	83.65899	54.314407	122.75277	30.004793
JGI_V11_100070	13.37008	18.33139	68.402278	4.661048	4.263919	2.265501	2.513583	24.910803	64.834956	4.752771	0.0	9.070883	43.646413	41.566069	25.097697	42.506928	121.204785	45.007189
JGI_V11_100075	0.742782	0.0	0.0	0.0	1.421306	0.0	0.0	0.0	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	0.918218	0.0
JGI_V11_100082	0.0	28.80647	2.206525	0.0	23.451555	9.062005	2.513583	18.683102	13.893205	16.634697	17.807213	29.480368	4.849601	24.450629	25.097697	2.361496	11.018617	2.500399
JGI_V11_100090	8.913386	15.71262	15.445676	2.330524	0.0	4.531002	0.0	10.379501	2.315534	0.0	4.451803	6.803162	4.849601	4.890126	4.18295	0.0	8.263963	2.500399
JGI_V11_100124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100140	0.0	0.0	0.0	0.0	0.0	3.590769	0.0	0.0	0.0	0.0	0.0	0.0	2.627731	0.0	0.0	0.0	0.0	0.0
JGI_V11_100164	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100208	4.456693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100213	6.68504	0.0	2.206525	0.0	0.0	9.062005	2.513583	2.0759	0.0	4.752771	4.451803	0.0	2.424801	0.0	0.0	0.0	11.018617	0.0
JGI_V11_100217	0.0	0.0	2.206525	0.0	2.13196	0.0	0.0	2.0759	0.0	0.0	2.225902	0.0	4.849601	0.0	2.091475	0.0	0.0	0.0
JGI_V11_100222	0.0	0.0	0.0	0.0	2.13196	0.0	0.0	4.1518	2.315534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100237	10.02756	49.75663	48.543552	2.330524	46.903111	27.186014	37.703746	43.593905	30.101944	66.53879	20.033115	36.28353	31.52241	51.346321	98.299314	23.61496	41.319813	5.000799
JGI_V11_100243	89.133864	246.164379	83.847954	25.635767	98.07014	138.19557	123.16557	130.781714	94.936899	175.852516	153.587214	161.008164	123.664838	163.819215	167.317981	77.929367	77.130318	40.00639
JGI_V11_100245	35.653545	39.28155	33.097877	2.330524	19.187636	70.230536	30.162997	16.607202	25.470875	42.774936	22.259017	31.748089	24.248007	61.126573	66.927192	33.060944	33.05585	0.0
JGI_V11_100249	0.0	0.0	0.0	0.0	2.13196	0.0	0.0	2.0759	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	2.754654	0.0
JGI_V11_100265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	0.0	0.0	0.0
JGI_V11_100276	0.0	0.0	2.206525	0.0	0.0	0.0	2.513583	0.0	0.0	0.0	0.0	2.267721	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100280	2.228347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100284	0.0	0.0	4.41305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.803162	0.0	0.0	0.0	0.0	13.773271	0.0
JGI_V11_100304	51.251972	94.27572	41.923977	30.296815	130.049534	135.930069	90.48899	143.237116	122.723309	144.959506	69.002951	88.441104	118.815236	264.066794	207.056001	73.206375	145.996673	110.017573
JGI_V11_100309	35.653545	81.18187	50.750077	6.991573	38.375272	58.90303	20.108664	41.518005	46.310683	85.549873	55.647541	45.354413	29.097609	100.247579	81.567516	21.253464	66.111701	10.001598
JGI_V11_100315	0.0	0.0	0.0	2.330524	12.791757	6.796503	0.0	14.531302	2.315534	0.0	4.451803	2.267721	2.424801	0.0	6.274424	2.361496	2.754654	0.0
JGI_V11_100321	0.0	7.85631	0.0	0.0	23.376919	42.418496	0.0	8.613337	20.94415	0.0	0.0	0.0	8.654533	3.310241	12.464537	7.297494	0.0	0.0
JGI_V11_100332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100339	11.141733	10.47508	2.206525	181.780891	680.095103	1051.192532	0.0	950.762304	687.713637	11.881927	8.903607	2.267721	370.994513	630.82623	491.496569	240.872589	234.145607	245.03914
JGI_V11_100340	15.598426	2.61877	0.0	48.941009	215.327917	380.604193	0.0	352.903039	208.398072	4.752771	8.903607	9.070883	147.912845	210.27541	196.598628	75.567871	77.130318	60.009585
JGI_V11_100364	2.228347	2.61877	52.956602	4.661048	6.395879	29.451515	5.027166	91.33961	50.941751	0.0	6.677705	2.267721	46.071214	44.011132	92.02489	51.952911	85.39428	57.509186
JGI_V11_100368	0.0	2.61877	0.0	0.0	4.263919	0.0	2.513583	0.0	0.0	2.376385	0.0	0.0	2.424801	7.335189	0.0	0.0	0.0	0.0
JGI_V11_100371	6.68504	3.355322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.225902	4.535441	2.424801	4.890126	3.68926	0.0	0.0	0.0
JGI_V11_100374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100385	124.257459	249.776946	173.115401	58.578314	374.918874	431.407842	81.612436	390.0568	197.663436	164.400549	155.61511	237.995604	281.890605	371.902027	579.226431	148.420003	254.755974	146.588109
JGI_V11_100388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.781921	0.0	0.0	0.0	0.0
JGI_V11_100403	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	2.0759	2.315534	2.376385	2.225902	0.0	0.0	2.445063	0.0	0.0	11.018617	5.000799
JGI_V11_100405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100422	0.0	0.0	0.0	0.0	2.13196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100424	0.742782	0.0	0.0	0.0	1.421306	0.0	0.0	8.303601	0.0	0.0	0.0	0.0	2.424801	2.445063	0.0	0.0	0.918218	0.0
JGI_V11_100426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100432	28.968506	54.99417	33.097877	130.509357	590.552801	654.729831	52.785244	585.403864	356.592256	71.291561	51.195738	36.28353	392.81772	581.924971	696.461096	276.295029	275.46542	190.030354
JGI_V11_100433	0.0	0.0	0.0	0.0	0.0	1.132751	0.0	8.303601	2.315534	0.0	0.0	0.0	0.0	0.0	2.792689	0.0	0.0	0.0
JGI_V11_100447	44.566932	54.99417	28.684826	11.652621	44.771151	74.761538	30.162997	41.518005	43.995149	42.774936	53.42164	54.425295	31.52241	97.802516	64.835718	35.42244	41.319813	32.505192
JGI_V11_100451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100454	0.0	0.0	5.362506	4.661048	66.414041	26.740638	0.0	22.834903	42.25614	9.505541	8.832731	4.535441	41.380096	9.780252	16.140651	0.0	0.0	0.0
JGI_V11_10046	42.338585	136.17604	68.402278	25.635767	87.410342	92.885547	77.921075	103.795011	138.932048	83.173487	104.617378	102.047428	82.443225	195.605032	112.939637	49.591415	90.903589	42.50679
JGI_V11_100462	0.0	5.23754	0.0	0.0	2.13196	0.0	0.0	0.0	2.315534	2.376385	0.0	0.0	2.424801	2.445063	0.0	0.0	2.754654	0.0
JGI_V11_100474	6.68504	10.47508	4.41305	4.661048	6.395879	9.062005	5.027166	0.0	9.262137	14.258312	13.35541	4.535441	7.274402	24.450629	6.274424	7.084488	2.754654	7.501198
JGI_V11_100476	57.937011	133.55727	72.815328	46.610485	104.466019	135.930069	105.570488	93.41551	113.461172	213.874682	122.424591	136.063238	87.292827	327.638429	317.904164	63.760391	104.67686	47.507588
JGI_V11_100485	2.228347	10.47508	0.0	2.330524	6.395879	0.0	0.0	0.0	4.631068	0.0	4.451803	4.535441	4.849601	2.445063	2.091475	2.361496	5.509308	2.500399
JGI_V11_100505	0.0	0.0	0.0	0.0	6.395879	9.062005	0.0	2.0759	0.0	0.0	0.0	0.0	12.124004	9.780252	23.006222	2.361496	11.018617	2.500399
JGI_V11_100529	33.425199	81.18187	33.097877	27.966291	83.146423	88.354545	32.67658	85.111909	60.203887	90.302643	37.840328	43.086692	77.593624	124.698208	190.324203	44.868423	63.357047	20.003195
JGI_V11_100541	26.740159	57.61294	35.304402	13.983145	40.507232	61.168531	40.217329	89.26371	74.097092	49.904092	42.292131	49.889854	50.920816	51.346321	62.744243	33.060944	66.111701	20.003195
JGI_V11_100544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100545	31.196852	62.85048	24.271776	16.31367	44.771151	83.823542	22.622248	58.125206	32.417478	76.044331	35.614426	40.818971	87.292827	61.126573	69.018667	40.145432	27.546542	27.504393
JGI_V11_100563	40.110239	89.03818	55.163128	18.644194	59.694868	77.027039	45.244495	89.26371	99.567968	59.409634	64.551148	63.496178	55.770417	110.027831	89.933415	54.314407	85.39428	32.505192
JGI_V11_100564	113.645676	280.208389	132.391506	53.602057	144.973251	219.753611	138.247068	342.523538	351.961188	218.627452	189.201641	219.968901	169.736052	315.413115	269.800244	170.02771	214.863028	140.022366
JGI_V11_100593	398.87404	1008.226448	359.663592	272.671336	765.373486	1030.803021	545.447524	863.574495	951.684528	734.303074	600.993447	693.922511	800.184244	1535.499504	1631.350315	479.383683	732.738018	337.553918
JGI_V11_100606	405.559079	903.475648	370.696217	214.40823	505.274418	872.217941	377.037459	809.601089	815.068014	667.764284	616.574759	684.851629	712.891417	965.799848	1049.920331	569.12053	779.56714	367.55871
JGI_V11_100611	399.83985	933.744374	364.2261	178.971534	702.275251	878.680765	490.725793	991.132294	594.357302	1026.903967	689.936229	715.458468	621.672737	1111.378973	1162.467969	403.242762	768.698531	417.716612
JGI_V11_100620	66.850398	133.55727	48.543552	4.661048	121.521696	129.133565	67.866743	29.062603	62.519422	16.634697	40.06623	111.118311	135.788841	234.726039	177.775355	40.145432	57.847738	37.505991
JGI_V11_100622	2.228347	7.85631	17.652201	4.661048	10.659798	9.062005	2.513583	8.303601	9.262137	2.376385	4.451803	4.535441	9.699203	7.335189	14.640323	9.445984	11.018617	7.501198
JGI_V11_100633	64.622051	141.41358	75.021853	65.254679	127.917574	183.505593	90.48899	155.692517	164.402923	128.324809	109.069181	92.976546	138.213642	322.748303	286.532042	94.459839	132.223402	75.011982
JGI_V11_100635	421.157505	796.106078	408.207144	307.629199	586.288882	1338.911177	517.79811	965.293606	1287.436977	684.398981	759.032464	671.245305	751.688229	1486.598246	1160.768493	668.30336	826.396261	450.07189
JGI_V11_100643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100649	8.913386	70.70679	17.652201	0.0	23.451555	24.920513	25.135831	8.303601	20.839807	38.022166	24.484918	24.944927	33.94721	48.901258	20.914748	14.168976	11.018617	7.501198
JGI_V11_100652	33.425199	60.23171	26.478301	11.652621	27.715474	18.124009	17.595081	41.518005	39.36408	73.667946	15.581312	49.889854	33.94721	53.791384	48.10392	35.42244	71.621009	25.003994
JGI_V11_100668	2.228347	18.33139	13.239151	0.0	10.659798	24.920513	5.027166	12.455401	20.839807	9.505541	13.35541	2.267721	4.849601	12.225315	8.365899	2.361496	19.282579	2.500399
JGI_V11_100671	2.228347	2.61877	4.41305	2.330524	6.395879	4.531002	0.0	2.0759	0.0	9.505541	2.225902	0.0	2.424801	4.890126	2.091475	0.0	2.754654	2.500399
JGI_V11_100672	20.055119	39.28155	19.858726	6.991573	25.583515	27.186014	10.054332	31.138503	43.995149	23.763854	20.033115	24.944927	36.372011	53.791384	79.476041	23.61496	27.546542	7.501198
JGI_V11_100688	15.598426	39.28155	19.858726	4.661048	12.791757	13.593007	15.081498	20.759002	4.631068	14.258312	28.936722	38.551251	9.699203	24.450629	23.006222	18.891968	41.319813	15.002396
JGI_V11_100696	22.283466	60.23171	26.478301	13.983145	78.882504	81.558041	22.622248	45.669805	67.15049	38.022166	35.614426	45.354413	38.796812	100.247579	98.299314	35.42244	30.301196	37.505991
JGI_V11_100697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100705	15.598426	28.80647	6.619575	6.991573	10.659798	4.531002	7.540749	20.759002	11.577671	21.387468	8.903607	24.944927	9.699203	24.450629	10.457374	11.80748	5.509308	0.0
JGI_V11_100732	0.0	7.85631	2.206525	0.0	4.263919	13.593007	2.513583	10.379501	0.0	2.376385	0.0	2.267721	12.124004	4.890126	8.365899	0.0	2.754654	5.000799
JGI_V11_100733	0.0	0.0	0.0	4.661048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100736	44.566932	120.46342	39.717452	13.983145	55.430949	83.823542	45.244495	95.49141	67.15049	76.044331	69.002951	83.905663	43.646413	124.698208	108.756688	35.42244	49.583776	40.00639
JGI_V11_100740	2.228347	7.85631	4.41305	2.330524	6.395879	9.062005	2.513583	6.227701	11.577671	9.505541	8.903607	15.874044	4.849601	4.890126	6.274424	4.722992	2.754654	5.000799
JGI_V11_100757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100787	0.0	0.0	0.0	0.0	0.0	0.0	2.513583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100794	11.141733	10.47508	4.41305	0.0	23.451555	24.920513	10.054332	10.379501	9.262137	19.011083	4.451803	18.141765	9.699203	12.225315	14.640323	4.722992	16.527925	10.001598
JGI_V11_100799	8.913386	41.90032	26.478301	4.661048	42.639191	33.982517	22.622248	35.290304	37.048546	92.679029	33.388525	49.889854	41.221613	41.566069	66.927192	25.976456	35.810505	20.003195
JGI_V11_100809	17.826773	23.56893	11.032626	58.263106	187.612442	176.709089	10.054332	184.75512	157.456321	26.140239	17.807213	4.535441	150.337646	266.511857	322.087113	110.990311	184.561832	80.01278
JGI_V11_100812	4.456693	20.95016	4.41305	2.330524	2.13196	2.265501	2.513583	8.303601	23.155341	4.752771	4.451803	4.535441	2.424801	12.225315	6.274424	11.80748	0.0	7.501198
JGI_V11_100816	6.68504	7.85631	2.206525	2.330524	10.659798	20.38951	2.513583	14.531302	11.577671	7.129156	2.225902	2.267721	26.672808	26.895692	23.006222	11.80748	8.263963	7.501198
JGI_V11_100837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100839	135.929142	364.009029	183.141583	107.204115	211.063998	385.135195	158.355733	357.054839	363.538859	330.317564	298.270822	315.213167	252.179277	413.215631	403.654629	257.403061	283.729383	167.526759
JGI_V11_100842	0.0	0.0	2.206525	0.0	2.13196	9.062005	0.0	2.0759	0.0	14.258312	0.0	6.803162	2.424801	4.890126	4.18295	0.0	0.0	0.0
JGI_V11_100843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100864	2.228347	2.61877	2.206525	2.330524	4.263919	2.265501	0.0	2.0759	11.577671	0.0	0.0	2.267721	7.274402	2.445063	12.548849	18.891968	0.0	7.501198
JGI_V11_100866	51.251972	154.50743	83.847954	4.661048	2.13196	27.186014	50.271661	12.455401	16.208739	19.011083	40.06623	83.905663	16.973605	22.005566	12.548849	25.976456	13.773271	12.501997
JGI_V11_100870	4.456693	0.0	0.0	0.0	6.395879	6.796503	5.027166	4.1518	6.946602	4.752771	0.0	2.267721	0.0	4.890126	10.457374	2.361496	13.773271	2.500399
JGI_V11_100888	4.456693	2.61877	4.41305	0.0	8.527838	4.531002	2.513583	4.1518	0.0	9.505541	15.581312	0.0	0.0	0.0	2.091475	4.722992	11.018617	2.500399
JGI_V11_100890	0.0	6.396718	0.0	0.0	3.042487	0.0	4.477969	0.0	0.0	4.12939	0.0	2.267721	4.849601	6.402601	0.0	0.0	0.0	2.500399
JGI_V11_100891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100902	2.228347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100904	82.448824	193.78898	69.627447	29.84358	96.393011	100.693238	133.219902	139.085315	127.354377	240.01492	202.557051	192.756253	75.168823	124.698208	129.671435	44.868423	121.204785	42.50679
JGI_V11_100907	0.0	0.0	3.187881	2.783759	5.941049	5.785316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100911	0.0	0.0	0.0	0.0	4.263919	6.796503	2.513583	0.0	6.946602	2.376385	4.451803	0.0	0.0	4.890126	4.18295	0.0	0.0	0.0
JGI_V11_100919	0.0	0.0	0.0	0.0	2.13196	2.265501	0.0	2.0759	2.315534	7.129156	2.225902	4.535441	2.424801	4.890126	6.274424	2.361496	0.0	0.0
JGI_V11_100927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_100941	111.417329	164.98251	52.956602	65.254679	155.633049	224.284613	118.138404	130.781714	131.985446	247.144077	146.909509	115.653752	189.134458	427.886008	309.538265	66.121887	157.01529	25.003994
JGI_V11_100953	104.419174	115.22588	59.576178	44.279961	745.152801	846.272363	130.706319	18.683102	2.315534	23.763854	17.807213	74.834781	622.273149	1182.540824	1163.522005	33.060944	93.658243	22.503595
JGI_V11_100958	4.456693	0.0	0.0	0.0	8.527838	11.327506	0.0	18.683102	6.946602	7.129156	0.0	18.141765	7.274402	29.340755	37.646546	4.722992	3.052385	7.501198
JGI_V11_100959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100962	0.0	10.47508	2.206525	0.0	0.0	0.0	2.513583	2.0759	4.631068	7.129156	8.903607	2.267721	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_100968	0.0	7.85631	4.41305	0.0	4.263919	6.796503	0.0	4.1518	2.315534	4.752771	0.0	2.267721	0.0	0.0	4.18295	0.0	0.0	0.0
JGI_V11_100969	0.0	0.0	6.619575	2.330524	0.0	0.0	15.081498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.500399
JGI_V11_100988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_100996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	7.335189	6.274424	0.0	0.0	2.500399
JGI_V11_101007	220.606312	502.803839	249.337337	102.543066	351.773329	434.97622	135.733485	334.219937	291.757301	320.812022	213.686559	265.323313	334.622502	550.139154	591.887358	184.196686	391.160897	235.037543
JGI_V11_101008	81.198195	119.405043	61.782703	13.299333	74.413528	108.721667	60.325993	46.086727	50.875265	133.077579	76.563683	61.227032	115.815447	146.069652	186.741087	28.337952	35.775742	41.962769
JGI_V11_101017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101032	13.37008	28.80647	8.8261	4.661048	21.319596	4.531002	25.135831	33.214404	13.893205	49.904092	26.71082	20.409486	16.973605	22.005566	35.555071	16.530472	41.319813	27.504393
JGI_V11_101046	53.480318	83.80064	28.684826	16.31367	51.16703	81.558041	47.758078	66.428807	41.679614	95.055414	73.454755	79.370222	72.744022	97.802516	123.397011	33.060944	60.602392	22.503595
JGI_V11_101053	0.0	5.23754	2.206525	0.0	6.395879	0.0	2.513583	6.227701	16.208739	0.0	4.451803	4.535441	12.124004	4.890126	8.365899	0.0	2.754654	5.000799
JGI_V11_101072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101078	0.0	0.0	4.41305	0.0	0.0	0.0	0.0	6.227701	2.315534	0.0	0.0	2.267721	0.0	2.445063	0.0	0.0	8.263963	0.0
JGI_V11_101079	0.0	0.0	0.0	0.0	0.0	2.265501	5.697886	4.1518	0.0	5.082359	9.245732	0.0	0.0	0.0	0.0	0.0	6.120851	0.0
JGI_V11_101084	0.0	2.61877	0.0	0.0	2.13196	2.265501	0.0	2.0759	9.262137	0.0	0.0	0.0	0.0	12.225315	14.640323	2.361496	21.368668	0.0
JGI_V11_101087	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_101102	147.070875	322.108709	150.043707	4.661048	19.187636	38.513519	140.760651	47.745705	13.893205	249.520462	164.716722	190.488533	38.796812	41.566069	60.652768	11.80748	52.33843	22.503595
JGI_V11_101120	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	2.0759	0.0	0.0	0.0	0.0	0.0	0.0	4.18295	0.0	0.0	0.0
JGI_V11_101128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101154	8.913386	7.85631	4.41305	2.330524	10.659798	9.062005	7.540749	12.455401	6.946602	7.129156	17.807213	27.212648	14.548804	19.560503	27.189172	0.0	2.754654	5.000799
JGI_V11_101160	44.566932	57.61294	46.337027	9.322097	23.451555	33.982517	22.622248	31.138503	16.208739	38.022166	48.969836	27.212648	21.823207	41.566069	64.835718	2.361496	66.111701	42.50679
JGI_V11_101165	28.968506	52.3754	8.433934	8.33656	21.319596	38.513519	18.371965	49.821605	25.416634	21.387468	22.259017	38.551251	16.973605	61.126573	36.71706	17.264635	22.037234	7.501198
JGI_V11_101167	2.228347	2.61877	4.41305	4.661048	2.13196	0.0	2.513583	6.227701	13.893205	4.752771	2.225902	9.070883	2.424801	0.0	16.731798	0.0	2.754654	2.500399
JGI_V11_101174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101181	160.440954	429.478279	216.23946	95.551494	307.002178	425.914215	211.140977	296.853733	310.281574	316.059252	267.108199	324.284049	303.100092	606.3756	677.637823	193.64267	366.369009	170.027159
JGI_V11_101184	0.0	0.0	0.0	20.516601	81.524521	76.160161	5.027166	122.571507	75.02357	11.881927	4.451803	0.0	49.124405	19.560503	92.81042	19.966564	33.05585	5.461377
JGI_V11_101186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.473548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_10119	77.992131	157.1262	75.021853	53.602057	138.577372	312.639158	72.893909	174.375619	141.247582	142.583121	162.490821	140.598679	172.160852	305.632863	234.245173	132.243774	192.825794	77.512381
JGI_V11_101201	8.913386	5.23754	2.272815	0.0	2.13196	2.455639	0.0	2.0759	0.0	2.430938	4.451803	2.267721	4.990677	5.053551	12.548849	2.361496	11.018617	5.253503
JGI_V11_101206	0.0	5.23754	0.0	7.548128	31.979394	17.85141	12.567915	44.837275	37.048546	0.0	8.903607	0.0	22.635966	28.231574	65.57513	22.833773	56.498012	23.853304
JGI_V11_101223	80.220477	151.88866	59.576178	39.618912	100.2021	154.054078	77.921075	112.098612	129.669911	95.055414	117.972788	97.511987	128.514439	166.264278	223.7878	73.206375	104.67686	52.508387
JGI_V11_101227	11.141733	13.09385	15.445676	0.0	6.395879	15.858508	2.513583	22.834903	13.893205	28.516624	0.0	9.070883	16.973605	19.560503	14.640323	7.084488	16.527925	5.000799
